Voter ID,Date Called,Time Called (EST),Contact Outcome
--,10/12/22,01:40 PM EST,Talking to Correct Person
--,10/12/22,01:42 PM EST,Talking to Correct Person
--,10/12/22,01:42 PM EST,Talking to Correct Person
--,10/12/22,01:44 PM EST,Talking to Correct Person
--,10/12/22,01:44 PM EST,Talking to Correct Person
--,10/12/22,01:48 PM EST,Hangup
--,10/12/22,01:47 PM EST,Talking to Correct Person
--,10/12/22,01:44 PM EST,Talking to Correct Person
--,10/12/22,01:46 PM EST,Talking to Correct Person
--,10/13/22,12:23 PM EST,Refused (2)
--,10/13/22,12:24 PM EST,Talking to Correct Person
--,10/13/22,12:22 PM EST,Talking to Correct Person
--,10/13/22,12:20 PM EST,Deceased (4)
--,10/13/22,12:24 PM EST,Talking to Correct Person
--,10/13/22,12:30 PM EST,Wrong Number (20)
--,10/13/22,12:33 PM EST,Hangup
--,10/13/22,12:21 PM EST,Talking to Correct Person
--,10/13/22,12:30 PM EST,Not Home (1)
--,10/13/22,12:35 PM EST,Hangup
--,10/13/22,12:30 PM EST,Not Home (1)
--,10/13/22,12:29 PM EST,Refused (2)
--,10/13/22,12:26 PM EST,Not Home (1)
--,10/13/22,12:28 PM EST,Talking to Correct Person
--,10/13/22,12:29 PM EST,Hangup
--,10/13/22,12:27 PM EST,Other Language
--,10/13/22,12:30 PM EST,Not Home (1)
--,10/13/22,12:31 PM EST,Talking to Correct Person
--,10/13/22,12:30 PM EST,Talking to Correct Person
--,10/13/22,12:32 PM EST,Talking to Correct Person
--,10/13/22,12:31 PM EST,Hangup
--,10/13/22,12:31 PM EST,Talking to Correct Person
--,10/13/22,12:32 PM EST,Talking to Correct Person
--,10/13/22,12:34 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Hangup
--,10/13/22,12:39 PM EST,Hangup
--,10/13/22,12:35 PM EST,Talking to Correct Person
--,10/13/22,12:36 PM EST,Hangup
--,10/13/22,12:44 PM EST,Hangup
--,10/13/22,12:42 PM EST,Hangup
--,10/13/22,12:42 PM EST,Talking to Correct Person
--,10/13/22,12:32 PM EST,Talking to Correct Person
--,10/13/22,12:40 PM EST,Talking to Correct Person
--,10/13/22,12:39 PM EST,Talking to Correct Person
--,10/13/22,12:39 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Wrong Number (20)
--,10/13/22,12:38 PM EST,Hangup
--,10/13/22,12:39 PM EST,Hangup
--,10/13/22,12:40 PM EST,Talking to Correct Person
--,10/13/22,12:42 PM EST,Hangup
--,10/13/22,12:38 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Talking to Correct Person
--,10/13/22,12:41 PM EST,Talking to Correct Person
--,10/13/22,12:38 PM EST,Not Home (1)
--,10/13/22,12:41 PM EST,Moved (5)
--,10/13/22,12:47 PM EST,Talking to Correct Person
--,10/13/22,12:44 PM EST,Hangup
--,10/13/22,12:48 PM EST,Other Language
--,10/13/22,12:49 PM EST,Other Language
--,10/13/22,12:52 PM EST,Wrong Number (20)
--,10/13/22,12:47 PM EST,Talking to Correct Person
--,10/13/22,12:45 PM EST,Talking to Correct Person
--,10/13/22,12:45 PM EST,Talking to Correct Person
--,10/13/22,12:48 PM EST,Talking to Correct Person
--,10/13/22,12:48 PM EST,Talking to Correct Person
--,10/13/22,12:51 PM EST,Talking to Correct Person
--,10/13/22,12:50 PM EST,Hangup
--,10/13/22,12:51 PM EST,Hangup
--,10/13/22,12:50 PM EST,Wrong Number (20)
--,10/13/22,12:52 PM EST,Talking to Correct Person
--,10/13/22,12:53 PM EST,Talking to Correct Person
--,10/13/22,12:52 PM EST,Refused (2)
--,10/13/22,12:53 PM EST,Talking to Correct Person
--,10/13/22,12:55 PM EST,Talking to Correct Person
--,10/13/22,12:55 PM EST,Talking to Correct Person
--,10/13/22,12:55 PM EST,Talking to Correct Person
--,10/13/22,12:57 PM EST,Talking to Correct Person
--,10/13/22,12:59 PM EST,Talking to Correct Person
--,10/13/22,12:58 PM EST,Moved (5)
--,10/13/22,12:57 PM EST,Talking to Correct Person
--,10/13/22,01:01 PM EST,Hangup
--,10/13/22,01:01 PM EST,Talking to Correct Person
--,10/13/22,12:58 PM EST,Talking to Correct Person
--,10/13/22,12:59 PM EST,Talking to Correct Person
--,10/13/22,01:02 PM EST,Talking to Correct Person
--,10/13/22,01:03 PM EST,Hangup
--,10/13/22,01:04 PM EST,Talking to Correct Person
--,10/13/22,01:04 PM EST,Talking to Correct Person
--,10/13/22,01:06 PM EST,Other Language
--,10/13/22,01:03 PM EST,Hangup
--,10/13/22,01:12 PM EST,Talking to Correct Person
--,10/13/22,01:05 PM EST,Talking to Correct Person
--,10/13/22,01:05 PM EST,Talking to Correct Person
--,10/13/22,01:11 PM EST,Hangup
--,10/13/22,01:05 PM EST,Other Language
--,10/13/22,01:06 PM EST,Talking to Correct Person
--,10/13/22,01:07 PM EST,Talking to Correct Person
--,10/13/22,01:09 PM EST,Hangup
--,10/13/22,01:07 PM EST,Deceased (4)
--,10/13/22,01:09 PM EST,Other Language
--,10/13/22,01:07 PM EST,Hangup
--,10/13/22,01:09 PM EST,Other Language
--,10/13/22,01:07 PM EST,Talking to Correct Person
--,10/13/22,01:09 PM EST,Talking to Correct Person
--,10/13/22,01:14 PM EST,Talking to Correct Person
--,10/13/22,01:12 PM EST,Wrong Number (20)
--,10/13/22,01:15 PM EST,Talking to Correct Person
--,10/13/22,01:16 PM EST,Hangup
--,10/13/22,01:11 PM EST,Talking to Correct Person
--,10/13/22,01:11 PM EST,Wrong Number (20)
--,10/13/22,01:13 PM EST,Talking to Correct Person
--,10/13/22,01:15 PM EST,Hangup
--,10/13/22,01:13 PM EST,Not Home (1)
--,10/13/22,01:14 PM EST,Talking to Correct Person
--,10/13/22,01:15 PM EST,Hangup
--,10/13/22,01:17 PM EST,Talking to Correct Person
--,10/13/22,01:20 PM EST,Talking to Correct Person
--,10/13/22,01:16 PM EST,Not Home (1)
--,10/13/22,01:18 PM EST,Not Home (1)
--,10/13/22,01:18 PM EST,Talking to Correct Person
--,10/13/22,01:19 PM EST,Wrong Number (20)
--,10/13/22,01:20 PM EST,Talking to Correct Person
--,10/13/22,01:19 PM EST,Talking to Correct Person
--,10/13/22,01:23 PM EST,Talking to Correct Person
--,10/13/22,01:26 PM EST,Not Home (1)
--,10/13/22,01:21 PM EST,Talking to Correct Person
--,10/13/22,01:26 PM EST,Hangup
--,10/13/22,01:25 PM EST,Talking to Correct Person
--,10/13/22,01:27 PM EST,Talking to Correct Person
--,10/13/22,01:28 PM EST,Not Home (1)
--,10/13/22,01:27 PM EST,Hangup
--,10/13/22,01:29 PM EST,Not Home (1)
--,10/13/22,01:30 PM EST,Hangup
--,10/13/22,01:29 PM EST,Not Home (1)
--,10/13/22,01:28 PM EST,Talking to Correct Person
--,10/13/22,01:32 PM EST,Hangup
--,10/13/22,01:32 PM EST,Not Home (1)
--,10/13/22,01:33 PM EST,Hangup
--,10/13/22,01:31 PM EST,Hangup
--,10/13/22,01:34 PM EST,Wrong Number (20)
--,10/13/22,01:33 PM EST,Talking to Correct Person
--,10/13/22,01:36 PM EST,Talking to Correct Person
--,10/13/22,01:35 PM EST,Talking to Correct Person
--,10/13/22,01:38 PM EST,Not Home (1)
--,10/13/22,01:34 PM EST,Talking to Correct Person
--,10/13/22,01:36 PM EST,Wrong Number (20)
--,10/13/22,01:37 PM EST,Not Home (1)
--,10/13/22,01:38 PM EST,Wrong Number (20)
--,10/13/22,01:38 PM EST,Hangup
--,10/13/22,01:39 PM EST,Talking to Correct Person
--,10/13/22,01:40 PM EST,Talking to Correct Person
--,10/13/22,01:39 PM EST,Talking to Correct Person
--,10/13/22,01:42 PM EST,Hangup
--,10/13/22,01:42 PM EST,Not Home (1)
--,10/13/22,01:43 PM EST,Hangup
--,10/13/22,01:44 PM EST,Talking to Correct Person
--,10/19/22,12:19 PM EST,Moved (5)
--,10/18/22,05:53 PM EST,Talking to Correct Person
--,10/18/22,05:54 PM EST,Talking to Correct Person
--,10/18/22,05:56 PM EST,Moved (5)
--,10/18/22,06:05 PM EST,Hangup
--,10/18/22,06:05 PM EST,Hangup
--,10/18/22,06:06 PM EST,Talking to Correct Person
--,10/18/22,06:06 PM EST,Talking to Correct Person
--,10/18/22,06:09 PM EST,Talking to Correct Person
--,10/18/22,06:13 PM EST,Talking to Correct Person
--,10/18/22,06:15 PM EST,Hangup
--,10/18/22,06:20 PM EST,Hangup
--,10/18/22,06:20 PM EST,Hangup
--,10/18/22,06:16 PM EST,Talking to Correct Person
--,10/18/22,06:19 PM EST,Talking to Correct Person
--,10/18/22,06:20 PM EST,Other Language
--,10/18/22,06:22 PM EST,Other Language
--,10/18/22,06:24 PM EST,Talking to Correct Person
--,10/18/22,06:21 PM EST,Talking to Correct Person
--,10/18/22,06:28 PM EST,Hangup
--,10/18/22,06:26 PM EST,Other Language
--,10/18/22,06:32 PM EST,Hangup
--,10/18/22,06:29 PM EST,Talking to Correct Person
--,10/18/22,06:29 PM EST,Talking to Correct Person
--,10/18/22,06:32 PM EST,Talking to Correct Person
--,10/18/22,06:31 PM EST,Hangup
--,10/18/22,06:33 PM EST,Talking to Correct Person
--,10/18/22,06:34 PM EST,Talking to Correct Person
--,10/18/22,06:36 PM EST,Talking to Correct Person
--,10/18/22,06:38 PM EST,Talking to Correct Person
--,10/18/22,06:40 PM EST,Talking to Correct Person
--,10/18/22,06:41 PM EST,Talking to Correct Person
--,10/19/22,12:14 PM EST,Hangup
--,10/19/22,12:18 PM EST,Hangup
--,10/19/22,12:22 PM EST,Wrong Number (20)
--,10/19/22,12:17 PM EST,Hangup
--,10/19/22,12:22 PM EST,Moved (5)
--,10/19/22,12:23 PM EST,Talking to Correct Person
--,10/19/22,12:25 PM EST,Talking to Correct Person
--,10/19/22,12:18 PM EST,Not Home (1)
--,10/19/22,12:15 PM EST,Not Home (1)
--,10/19/22,12:15 PM EST,Hangup
--,10/19/22,12:29 PM EST,Wrong Number (20)
--,10/19/22,12:25 PM EST,Talking to Correct Person
--,10/19/22,12:28 PM EST,Talking to Correct Person
--,10/19/22,12:31 PM EST,Talking to Correct Person
--,10/19/22,12:33 PM EST,Wrong Number (20)
--,10/19/22,12:35 PM EST,Hangup
--,10/19/22,12:38 PM EST,Talking to Correct Person
--,10/19/22,12:24 PM EST,Hangup
--,10/19/22,12:25 PM EST,Hangup
--,10/19/22,12:30 PM EST,Talking to Correct Person
--,10/19/22,12:26 PM EST,Hangup
--,10/19/22,12:28 PM EST,Hangup
--,10/19/22,12:34 PM EST,Talking to Correct Person
--,10/19/22,12:35 PM EST,Hangup
--,10/19/22,12:37 PM EST,Hangup
--,10/19/22,12:28 PM EST,Wrong Number (20)
--,10/19/22,12:31 PM EST,Talking to Correct Person
--,10/19/22,12:32 PM EST,Talking to Correct Person
--,10/19/22,12:28 PM EST,Talking to Correct Person
--,10/19/22,12:37 PM EST,Talking to Correct Person
--,10/19/22,12:33 PM EST,Talking to Correct Person
--,10/19/22,12:27 PM EST,Talking to Correct Person
--,10/19/22,12:30 PM EST,Hangup
--,10/19/22,12:30 PM EST,Hangup
--,10/19/22,12:30 PM EST,Wrong Number (20)
--,10/19/22,12:34 PM EST,Talking to Correct Person
--,10/19/22,12:29 PM EST,Hangup
--,10/19/22,12:31 PM EST,Not Home (1)
--,10/19/22,12:34 PM EST,Talking to Correct Person
--,10/19/22,12:38 PM EST,Talking to Correct Person
--,10/19/22,12:32 PM EST,Talking to Correct Person
--,10/19/22,12:36 PM EST,Hangup
--,10/19/22,12:38 PM EST,Not Home (1)
--,10/19/22,12:38 PM EST,Hangup
--,10/19/22,12:33 PM EST,Talking to Correct Person
--,10/19/22,12:36 PM EST,Talking to Correct Person
--,10/19/22,12:36 PM EST,Talking to Correct Person
--,10/19/22,12:37 PM EST,Hangup
--,10/19/22,12:37 PM EST,Talking to Correct Person
--,10/19/22,12:37 PM EST,Talking to Correct Person
--,10/19/22,12:38 PM EST,Talking to Correct Person
--,10/19/22,12:14 PM EST,Not Home (1)
--,10/19/22,01:27 PM EST,Hangup
--,10/19/22,01:27 PM EST,Talking to Correct Person
--,10/19/22,01:26 PM EST,Hangup
--,10/19/22,01:28 PM EST,Hangup
--,10/19/22,01:30 PM EST,Not Home (1)
--,10/19/22,12:21 PM EST,Hangup
--,11/3/22,12:12 PM EST,Wrong Number (20)
1108890593,11/3/22,12:12 PM EST,Hangup
1211183566,11/3/22,12:11 PM EST,Not Home (1)
--,11/3/22,12:13 PM EST,Hangup
--,11/3/22,12:13 PM EST,Hangup
--,10/31/22,12:41 PM EST,Talking to Correct Person
2191551692,10/31/22,12:43 PM EST,Hangup
--,10/31/22,12:56 PM EST,Talking to Correct Person
--,10/31/22,12:58 PM EST,Wrong Number (20)
2149463203,11/3/22,12:24 PM EST,Refused (2)
--,10/31/22,01:04 PM EST,Talking to Correct Person
--,11/3/22,12:30 PM EST,Hangup
--,10/31/22,01:08 PM EST,Talking to Correct Person
--,11/3/22,12:32 PM EST,Talking to Correct Person
--,10/31/22,01:10 PM EST,Talking to Correct Person
2001763009,10/31/22,01:13 PM EST,Talking to Correct Person
2150746622,10/31/22,01:11 PM EST,Talking to Correct Person
2160521530,10/31/22,01:16 PM EST,Talking to Correct Person
2159944031,10/31/22,01:20 PM EST,Talking to Correct Person
1122254643,11/3/22,12:41 PM EST,Refused (2)
--,10/31/22,01:19 PM EST,Other Language
1198056013,10/31/22,01:22 PM EST,Other Language
1217107354,11/3/22,12:46 PM EST,Talking to Correct Person
--,10/31/22,01:27 PM EST,Talking to Correct Person
2145021696,10/31/22,01:28 PM EST,Talking to Correct Person
--,10/31/22,01:26 PM EST,Talking to Correct Person
1148569813,10/31/22,01:30 PM EST,Talking to Correct Person
--,10/31/22,01:49 PM EST,Other Language
1148514103,10/31/22,01:51 PM EST,Other Language
2125591308,11/1/22,05:21 PM EST,Wrong Number (20)
2146512835,11/1/22,05:21 PM EST,Talking to Correct Person
1211183566,11/3/22,12:11 PM EST,Hangup
2147630470,11/3/22,12:14 PM EST,Hangup
--,11/1/22,05:28 PM EST,Talking to Correct Person
--,11/1/22,05:28 PM EST,Talking to Correct Person
1211183566,11/3/22,12:11 PM EST,Talking to Correct Person
--,11/3/22,12:13 PM EST,Hangup
1184967878,11/3/22,12:16 PM EST,Wrong Number (20)
1108890593,11/3/22,12:12 PM EST,Not Home (1)
2177303919,11/3/22,12:12 PM EST,Hangup
1172386006,11/3/22,12:12 PM EST,Moved (5)
2190061167,11/3/22,12:12 PM EST,Talking to Correct Person
--,11/3/22,12:13 PM EST,Hangup
2146659195,11/3/22,12:13 PM EST,Hangup
2192370176,11/3/22,12:21 PM EST,Hangup
1165151993,11/3/22,12:17 PM EST,Wrong Number (20)
--,11/3/22,12:20 PM EST,Wrong Number (20)
--,11/3/22,12:21 PM EST,Talking to Correct Person
1176065094,11/3/22,12:24 PM EST,Not Home (1)
1111255722,11/3/22,12:23 PM EST,Not Home (1)
2135520811,11/3/22,12:26 PM EST,Talking to Correct Person
2146936072,11/3/22,12:25 PM EST,Wrong Number (20)
--,11/3/22,12:27 PM EST,Not Home (1)
2174991193,11/3/22,12:28 PM EST,Not Home (1)
2136761394,11/3/22,12:24 PM EST,Talking to Correct Person
--,11/3/22,12:25 PM EST,Wrong Number (20)
--,11/3/22,12:25 PM EST,Talking to Correct Person
2153604030,11/3/22,12:31 PM EST,Wrong Number (20)
2173477677,11/3/22,12:31 PM EST,Not Home (1)
1103142737,11/3/22,12:24 PM EST,Hangup
1219100341,11/3/22,12:31 PM EST,Not Home (1)
1099731061,11/3/22,12:31 PM EST,Hangup
1151235155,11/3/22,12:31 PM EST,Hangup
1192295630,11/3/22,12:33 PM EST,Other Language
--,11/3/22,12:34 PM EST,Hangup
2184134823,11/3/22,12:34 PM EST,Wrong Number (20)
--,11/3/22,12:31 PM EST,Talking to Correct Person
--,11/3/22,12:34 PM EST,Not Home (1)
1212695394,11/3/22,12:30 PM EST,Wrong Number (20)
2129478678,11/3/22,12:29 PM EST,Talking to Correct Person
2183665573,11/3/22,12:33 PM EST,Wrong Number (20)
--,11/3/22,12:33 PM EST,Not Home (1)
2159906004,11/3/22,12:35 PM EST,Talking to Correct Person
--,11/3/22,12:35 PM EST,Not Home (1)
--,11/3/22,12:38 PM EST,Wrong Number (20)
--,11/3/22,12:32 PM EST,Hangup
2159659670,11/3/22,12:32 PM EST,Talking to Correct Person
--,11/3/22,12:36 PM EST,Talking to Correct Person
--,11/3/22,12:36 PM EST,Talking to Correct Person
1103176058,11/3/22,12:35 PM EST,Wrong Number (20)
2130195725,11/3/22,12:36 PM EST,Wrong Number (20)
2159537476,11/3/22,12:33 PM EST,Talking to Correct Person
--,11/3/22,12:38 PM EST,Not Home (1)
--,11/3/22,12:38 PM EST,Hangup
2152046737,11/3/22,12:44 PM EST,Talking to Correct Person
--,11/3/22,12:38 PM EST,Hangup
--,11/3/22,12:41 PM EST,Hangup
--,11/3/22,12:38 PM EST,Not Home (1)
2003212769,11/3/22,12:40 PM EST,Talking to Correct Person
2167225276,11/3/22,12:41 PM EST,Hangup
--,11/3/22,12:43 PM EST,Not Home (1)
2153663043,11/3/22,12:43 PM EST,Hangup
--,11/3/22,12:44 PM EST,Hangup
2164880168,11/3/22,12:44 PM EST,Other Language
--,11/3/22,12:47 PM EST,Talking to Correct Person
2138162720,11/3/22,12:44 PM EST,Other Language
--,11/3/22,12:50 PM EST,Wrong Number (20)
--,11/3/22,12:46 PM EST,Hangup
--,11/3/22,12:43 PM EST,Wrong Number (20)
2159863986,11/3/22,12:45 PM EST,Talking to Correct Person
2130215474,11/3/22,12:45 PM EST,Hangup
--,11/3/22,12:50 PM EST,Other Language
2152582862,11/3/22,12:45 PM EST,Other Language
--,11/3/22,12:50 PM EST,Other Language
--,11/3/22,12:49 PM EST,Talking to Correct Person
--,11/3/22,12:49 PM EST,Wrong Number (20)
2128149955,11/3/22,12:49 PM EST,Wrong Number (20)
--,11/3/22,12:51 PM EST,Talking to Correct Person
2128586796,11/3/22,12:56 PM EST,Talking to Correct Person
--,11/3/22,12:51 PM EST,Talking to Correct Person
--,11/3/22,12:51 PM EST,Talking to Correct Person
--,11/3/22,12:53 PM EST,Other Language
--,11/3/22,12:54 PM EST,Wrong Number (20)
--,11/3/22,12:54 PM EST,Talking to Correct Person
--,11/3/22,12:53 PM EST,Talking to Correct Person
--,11/3/22,12:55 PM EST,Hangup
--,11/3/22,12:58 PM EST,Talking to Correct Person
--,11/3/22,01:00 PM EST,Talking to Correct Person
--,11/3/22,01:00 PM EST,Hangup
--,11/3/22,01:02 PM EST,Talking to Correct Person
--,11/3/22,01:01 PM EST,Not Home (1)
--,11/3/22,01:00 PM EST,Talking to Correct Person
--,11/3/22,12:59 PM EST,Talking to Correct Person
--,11/3/22,12:58 PM EST,Hangup
--,11/3/22,12:59 PM EST,Not Home (1)
--,11/3/22,01:00 PM EST,Not Home (1)
--,11/3/22,01:01 PM EST,Wrong Number (20)
--,11/3/22,01:02 PM EST,Talking to Correct Person
--,11/3/22,01:04 PM EST,Talking to Correct Person
--,11/3/22,01:09 PM EST,Other Language
--,11/3/22,01:07 PM EST,Hangup
--,11/3/22,01:07 PM EST,Other Language
--,11/3/22,01:06 PM EST,Talking to Correct Person
--,11/3/22,01:05 PM EST,Hangup
1186557693,11/3/22,01:07 PM EST,Hangup
--,11/3/22,01:11 PM EST,Talking to Correct Person
--,11/3/22,01:09 PM EST,Wrong Number (20)
--,11/3/22,01:08 PM EST,Talking to Correct Person
--,11/3/22,01:13 PM EST,Other Language
--,11/3/22,01:09 PM EST,Talking to Correct Person
--,11/3/22,01:08 PM EST,Talking to Correct Person
1110667867,11/3/22,01:16 PM EST,Not Home (1)
--,11/3/22,01:10 PM EST,Not Home (1)
--,11/3/22,01:13 PM EST,Not Home (1)
--,11/3/22,01:15 PM EST,Talking to Correct Person
--,11/3/22,01:16 PM EST,Hangup
--,11/3/22,01:14 PM EST,Wrong Number (20)
1119204863,11/3/22,01:12 PM EST,Not Home (1)
--,11/3/22,01:12 PM EST,Talking to Correct Person
--,11/3/22,01:15 PM EST,Talking to Correct Person
--,11/3/22,01:13 PM EST,Hangup
--,11/3/22,01:14 PM EST,Hangup
--,11/3/22,01:14 PM EST,Wrong Number (20)
--,11/3/22,01:16 PM EST,Wrong Number (20)
--,11/3/22,01:17 PM EST,Hangup
--,11/3/22,01:17 PM EST,Wrong Number (20)
--,11/3/22,01:17 PM EST,Talking to Correct Person
--,11/3/22,01:18 PM EST,Hangup
--,11/3/22,01:16 PM EST,Talking to Correct Person
--,11/3/22,01:18 PM EST,Talking to Correct Person
--,11/3/22,01:18 PM EST,Wrong Number (20)
2123599062,11/3/22,01:20 PM EST,Talking to Correct Person
1158078666,11/3/22,01:19 PM EST,Talking to Correct Person
--,11/3/22,01:20 PM EST,Talking to Correct Person
--,11/3/22,01:23 PM EST,Talking to Correct Person
--,11/3/22,01:22 PM EST,Hangup
--,11/3/22,01:25 PM EST,Talking to Correct Person
2000959017,11/3/22,01:20 PM EST,Talking to Correct Person
--,11/3/22,01:21 PM EST,Talking to Correct Person
--,11/3/22,01:23 PM EST,Talking to Correct Person
--,11/3/22,01:24 PM EST,Talking to Correct Person
2148363527,11/3/22,01:23 PM EST,Talking to Correct Person
--,11/3/22,01:23 PM EST,Hangup
2127542511,11/3/22,01:26 PM EST,Talking to Correct Person
--,11/3/22,01:26 PM EST,Hangup
--,11/3/22,01:26 PM EST,Talking to Correct Person
2164545635,11/3/22,01:27 PM EST,Wrong Number (20)
2161810189,11/3/22,01:27 PM EST,Talking to Correct Person
2192208671,11/3/22,01:26 PM EST,Talking to Correct Person
--,11/3/22,01:29 PM EST,Talking to Correct Person
1167344216,11/3/22,01:27 PM EST,Wrong Number (20)
2128508443,11/3/22,01:28 PM EST,Hangup
2178815602,11/3/22,01:30 PM EST,Wrong Number (20)
2139359141,11/3/22,01:28 PM EST,Talking to Correct Person
1169426762,11/3/22,01:29 PM EST,Hangup
1107436749,11/3/22,01:28 PM EST,Talking to Correct Person
2142828466,11/3/22,01:30 PM EST,Talking to Correct Person
1108090807,11/3/22,01:30 PM EST,Wrong Number (20)
--,11/3/22,01:31 PM EST,Talking to Correct Person
2138484858,11/3/22,01:29 PM EST,Wrong Number (20)
--,11/3/22,01:32 PM EST,Talking to Correct Person
--,11/3/22,01:31 PM EST,Talking to Correct Person
--,11/3/22,01:32 PM EST,Wrong Number (20)
2128578028,11/3/22,01:31 PM EST,Talking to Correct Person
2138238558,11/3/22,01:32 PM EST,Talking to Correct Person
--,11/3/22,01:33 PM EST,Talking to Correct Person
--,11/3/22,01:32 PM EST,Talking to Correct Person
--,11/3/22,01:34 PM EST,Hangup
--,11/3/22,01:34 PM EST,Talking to Correct Person
--,11/3/22,01:35 PM EST,Hangup
2149919422,11/3/22,01:35 PM EST,Talking to Correct Person
--,11/3/22,01:36 PM EST,Talking to Correct Person
2190721712,11/3/22,01:36 PM EST,Talking to Correct Person
--,11/3/22,01:38 PM EST,Talking to Correct Person
--,11/3/22,01:37 PM EST,Talking to Correct Person
1107392458,11/3/22,01:37 PM EST,Hangup
--,11/3/22,01:40 PM EST,Hangup
--,11/3/22,01:38 PM EST,Talking to Correct Person
2120098516,11/3/22,01:38 PM EST,Not Home (1)
--,11/3/22,01:38 PM EST,Wrong Number (20)
--,11/3/22,01:40 PM EST,Talking to Correct Person
1162139055,11/3/22,01:40 PM EST,Talking to Correct Person
--,11/3/22,01:40 PM EST,Wrong Number (20)
--,11/3/22,01:42 PM EST,Talking to Correct Person
--,11/3/22,01:42 PM EST,Talking to Correct Person
--,11/3/22,01:42 PM EST,Talking to Correct Person
--,11/3/22,01:42 PM EST,Not Home (1)
--,11/3/22,01:42 PM EST,Not Home (1)
--,11/3/22,01:44 PM EST,Talking to Correct Person
--,11/3/22,01:42 PM EST,Talking to Correct Person
--,11/3/22,01:44 PM EST,Talking to Correct Person
1102327609,11/3/22,01:44 PM EST,Hangup
--,11/3/22,01:44 PM EST,Talking to Correct Person
--,11/3/22,01:47 PM EST,Not Home (1)
--,11/3/22,01:45 PM EST,Not Home (1)
--,11/3/22,01:45 PM EST,Talking to Correct Person
--,11/3/22,01:46 PM EST,Talking to Correct Person
--,11/3/22,01:46 PM EST,Talking to Correct Person
2151974486,11/3/22,01:46 PM EST,Talking to Correct Person
--,11/3/22,01:46 PM EST,Other Language
--,11/3/22,01:47 PM EST,Talking to Correct Person
1104986508,11/3/22,01:48 PM EST,Hangup
--,11/3/22,01:47 PM EST,Not Home (1)
1222199811,11/3/22,01:49 PM EST,Talking to Correct Person
--,11/3/22,01:54 PM EST,Hangup
--,11/3/22,01:51 PM EST,Hangup
2159866127,11/3/22,01:51 PM EST,Talking to Correct Person
--,11/3/22,01:52 PM EST,Talking to Correct Person
2135861668,11/3/22,01:54 PM EST,Talking to Correct Person
1185350421,11/3/22,01:55 PM EST,Hangup
2136748292,11/3/22,01:55 PM EST,Talking to Correct Person